session_id,Left stride mean,Right stride mean,Left stance mean,Right stance mean,Left swing mean,Right swing mean,Asymmetry (stride)%,Asymmetry (stance)%,Asymmetry (swing)%
20251109_193053_01_left_right,1.2514285714285716,1.2457142857142858,0.45714285714285713,0.42857142857142855,0.7942857142857144,0.8171428571428573,0.45766590389016565,6.451612903225809,2.83687943262412
20251109_193100_02_side_view,1.195,1.1946666666666665,0.75,0.7786666666666668,0.44500000000000006,0.4159999999999997,0.027897893709040476,3.7505451373746403,6.736353077816577
20251109_193114_03_walking_green,1.9799999999999998,2.1733333333333333,1.45,1.3733333333333333,1.0699999999999996,0.7999999999999999,9.309791332263254,5.430932703659976,28.877005347593553
20251109_193120_04_walking_white,1.22,1.2399999999999998,1.0666666666666664,1.016,0.5733333333333336,0.7439999999999999,1.6260162601625852,4.865556978233012,25.910931174089008
